Labels,Title_Abstract
"['Nursing (all)', 'Education']","Identifying nursing research priorities in Vietnam: A modified delphi study†  2019 2019 Aungsuroch et al., published by Sciendo.There is no single study that has examined nursing research priorities in Vietnam. This study aimed to gain consensus from experts on the nursing research priorities in Vietnam. A three-round modified Delphi study was used in this study. A focus group discussion among experts was conducted in round I to identify the nursing research priorities (n=23). Data in round I were analyzed using content analysis. In round II, participants were invited to rate the importance of each nursing priority topic in a 5-point Likert scale questionnaire, which had a 74% (n=17) response rate. In round III, the questionnaire was returned to the experts (n=17) until consensus was reached. Data from round II and round III were analyzed to produce mean score and final rank. The top 12 research priority lists were identified, which included subthemes and areas of possible investigations. All priorities were classified into three groups in the rank order, namely: (i) nursing management and leadership, which included (1) nursing care quality, (2) management and leadership of nurse managers, (3) nursing image, (4) professional nurse competency, and (5) human resource management; (ii) nursing education, which included (1) knowledge-specific domain, (2) the linkage between education and practice, and (3) nurse teacher workforce; and (iii) nursing service, which included (1) adult nursing concern, (2) patient safety, (3) public health nursing concern, and (4) quality of life of patients and nurses. Consensus among experts was achiever, and the findings are considered as the basis of resources to the most essential research needs in Vietnam."
"['Anatomy', 'Histology']","Evaluation of the sciatic nerve location regarding its relationship to the piriformis muscle Copyright  2020 Via MedicaBackground: The localisation of sciatic nerve (SN) is essential for the achievement of several procedures performed in the gluteal region. This study proposed to investigate the location of SN regarding its relationship to the piriformis (PM) by the line joining the posterior superior iliac spine (PSIS), ischial tuberosity (IT) and greater trochanter (GT). Materials and methods: SN-PM relationship was examined in 204 specimens from 102 embalmed cadavers (55 males, 47 females). Distances between PSIS, IT and GT were measured. Midpoints of SN at the lower edge of PM (S1) and IT-GT line (S2) were marked. Perpendicular line from S1 to PSIS-GT (S1-R) and to PSIS-IT (S1-Q), were created and measured. Distances of PSIS-R, PSIS-Q (S1) and IT-S2 were measured and calculated into percentage of PSIS-GT, PSIS-IT and IT-GT lengths, respectively. Results: Regarding the classification of Beaton and Anson, three types of SN-PM relationship (a, b and c) were obtained. The percentage of type a, b and c was 74.02, 22.55 and 3.43, respectively. Symmetrical SN-PM relationship was found in 75.49%. The mean length of PSIS-IT, PSIS-GT and IT-GT in all types was 129.63 ± 11.89 mm, 151.34 ± 14.78 mm and 73.02 ± 10.20 mm, respectively. A statistically significant difference was found between types a and b (p = 0.013) in PSIS-IT length, whereas mean length of IT-GT and PSIS-GT showed no statistically significant difference between SN-PM types. PSIS-IT line passed SN at the lower edge of PM (S1) in 112 specimens (54.90%). In these cases, S1 and Q were the same point. A statistically significant difference was also found between types a and b (p = 0.023) in PSIS-Q (S1) length. The mean lengths of PSIS-Q (S1), PSIS-R and IT-S2 in term of percentage of PSIS-IT, PSIS-GT and IT-GT line in all types were 60.06 ± 5.90%, 54.19 ± 6.10%, and 37.87 ± 8.27%, respectively. The mean lengths of S1-R and S1-Q were 30.07 ± ± 8.30 mm and 6.54 ± 7.99 mm. Therefore, SN at S1 could be located at the point of 54.19 ± 6.10% of PSIS-GT length (R) with a distance of 30.07 ± 8.30 mm perpendicular to PSIS-GT line (S1-R). Since the PSIS-IT line did not pass SN at S1 in every case, it might not be suitable for localizing SN at S1. SN at S2 could be located at the point of 37.87 ± 8.27% of IT-GT line. No significant difference was found between types. Conclusions: Sciatic nerve can be localised by PSIS-GT and IT-GT lines without statistically significant difference between types (a, b, and c) of SN-PM relationship."
"['Biochemistry, Genetics and Molecular Biology (all)']","Clinical outcomes and surgical preferences for breast-conserving surgery and mastectomy: A propensity score-matched analysis  2019 Mawin Vongsaisuwon et al., published by Sciendo.While numerous randomized controlled trials have demonstrated long-term survival rates for patients with early-stage breast cancer treated with breast-conserving surgery (BCS) comparable to mastectomy, the latter remains the most prevalent surgical option to treat early-stage breast cancer in Thailand. To investigate the potential determinants affecting the decision on selecting BCS or mastectomy for the treatment of early-stage breast cancer and to compare the disease-free survival and overall survival between the treatments using a propensity score-matched analysis. Patients diagnosed nonmetastatic breast cancer at the Queen Sirikit Breast Cancer Center from January 2006 to December 2015, were retrospectively identified and grouped intro patients who received BCS or mastectomy. After propensity score matching, 356 BCS and 209 mastectomy patients were identified, and statistical analysis was conducted to determine treatment selection factors and compare disease-free and overall survival. Disease-free survival and overall survival in months comparing BCS and mastectomy were not statistically different with P values of 0.11 and 0.77, respectively. Determinants of treatment selection found that younger age, surgeon preference, smaller tumor size, and lower tumor grade were statistically significant factors in the selection of BCS over mastectomy. The majority of surgeons had a preference for one treatment over the other (P < 0.001). The outcome of BCS is comparable to mastectomy in early-stage breast cancer patients. Key determinants affecting the selection of treatment were identified to be patient age, characteristics of the tumor, and surgeon's preference."
"['Biochemistry, Genetics and Molecular Biology (all)']","Common orthopedic problems in the neonate: A comparative study of 2 periods at a tertiary-care hospital  2019 Anongnart Sirisabya, et al., published by Sciendo.In 1975, King Chulalongkorn Memorial Hospital (KCMH) in Bangkok, Thailand, published data on common orthopedic problems in neonates. To determine the more recent incidence of these conditions and to compare the results with those reported 40 years ago by KCMH. The data were also compared with a recent report from Siriraj Hospital. We reviewed medical records of newborn infants from 2012 to 2016, all of whom were born in KCMH with deformities of upper and lower extremities or other birth-related injuries. The cases were grouped according to International Classification of Diseases, 10th edition. The incidence of common neonatal orthopedic problems was calculated as cases per 1,000 live births and compared, using a chi-squared test, with the earlier data from KCMH and with the data recently reported by Siriraj hospital. Of the 24,825 live births, 54% were male and 46% were female. The average birth weight was 3,052.2 ± 516.1 g (range, 535-5,320 g) for infants. The most common deformity was postural clubfoot, followed by calcaneovalgus and hip dysplasia, with incidences of 1.37, 0.93 and 0.52 per 1,000 live births, respectively. The incidence of calcaneovalgus, metatarsus adductus, and clubfoot was lower than in the 1975 study and in the report from Siriraj. In all 3 studies, the incidence of birth-related injury was similar and clavicular fracture was the most common, with a rate of 1.3/1,000 live births. The incidence of common neonatal orthopedic problems varies among institutions. Birth-related injury is a major challenge. The results may be utilized as updated data and as a starting point for parental education."
"['Biochemistry, Genetics and Molecular Biology (all)']","Conservative surgical management for immediate postpartum hemorrhage  2019 2019 Puangsricharoen and Manchana, published by Sciendo.Conservative surgical management for postpartum hemorrhage (PPH), such as balloon tamponade, uterine compression suture, and uterine artery ligation, has the benefit of preserving reproductive function. To assess the efficacy and subsequent pregnancy outcome of conservative surgical management for patients with immediate PPH. Medical records of patients who had PPH between January 2011 and December 2016 were reviewed. Conservative surgical management included B-Lynch uterine compression suture, Bakri balloon tamponade, and uterine artery ligation. The treatments were considered successful if patients did not require subsequent hysterectomy. Perioperative complications and subsequent pregnancy outcomes were recorded. Of 30,271 deliveries, 669 patients experienced PPH or 2.2% of total deliveries. Sixty-one patients (9.1%) did not respond to medical treatment with various uterotonic agents. Hysterectomy was selected initially in 30 patients. Conservative surgical management was performed in 31 patients: 15 Bakri balloon tamponade, 13 uterine compression suture, and 3 uterine artery ligation. There were 3 patients who failed Bakri balloon tamponade and proceeded to perform uterine compression suture with successful outcome. The success rates for conservative surgical treatment were 66.7%, 75%, and 66.7%, respectively. All patients who had successful conservative surgical management resumed normal menstruation. Three out of 11 patients (27.3%) who desired subsequent pregnancy were able to conceive and carry out a viable pregnancy. Conservative surgical management has acceptable success rates for controlling intractable immediate PPH. Implementation of such procedures should be done to preserve fertility and decrease maternal morbidity and mortality."
"['Biochemistry, Genetics and Molecular Biology (all)']","Distinguishing magnetic resonance imaging features between idiopathic hypertrophic pachymeningitis and secondary hypertrophic pachymeningitis  2019 2019 Warittikoon and Jakchairoongruang, published by Sciendo.Hypertrophic pachymeningitis (HP) is a rare chronic inflammatory disorder characterized by marked fibrous thickening of the cerebral and/or spinal dura mater. This condition is caused by infection, inflammation, autoimmune disorder, neoplasms, or idiopathic. Magnetic resonance imaging (MRI) may play an important role in differentiating idiopathic HP from secondary HP, may avoid unnecessarily invasive dural biopsy, and prompt specific treatment. To determine the specific MRI findings for differentiation between idiopathic HP and secondary HP. A total of 34 patients underwent MRI of the brain and cervical spine from January 2003 to December 2015. In all, 23 patients were diagnosed idiopathic HP and 11 patients were secondary HP. Demographic data and imaging findings reveal the following: Configuration, thickness, signal intensity on T1-weighted image (T1WI), T2-weighted image (T2WI), and enhancement pattern of the lesions. The data were analyzed by T-test and Fisher's exact test. Secondary HP were significantly located at anterior and middle cranial fossa (P = 0.033). There is no significant difference of lesions in configurations, T1 and T2 signal intensity and patterns of enhancement. There was significant and exclusive difference in T2 hypointense/dark intensity and homogeneous enhancement in idiopathic HP (75%, P = 0.044). MRI may play a complimentarily important role in distinguishing idiopathic HP from secondary HP. Idiopathic HP is probably preferred diagnosis in the lesions with T2-rim pattern and T2 hypointense/dark intensity with homogeneous enhancement."
['Plant Science'],"Transcriptome analysis of Pueraria candollei var. mirifica for gene discovery in the biosyntheses of isoflavones and miroestrol  2019 The Author(s).Background: Pueraria candollei var. mirifica, a Thai medicinal plant used traditionally as a rejuvenating herb, is known as a rich source of phytoestrogens, including isoflavonoids and the highly estrogenic miroestrol and deoxymiroestrol. Although these active constituents in P. candollei var. mirifica have been known for some time, actual knowledge regarding their biosynthetic genes remains unknown. Results: Miroestrol biosynthesis was reconsidered and the most plausible mechanism starting from the isoflavonoid daidzein was proposed. A de novo transcriptome analysis was conducted using combined P. candollei var. mirifica tissues of young leaves, mature leaves, tuberous cortices, and cortex-excised tubers. A total of 166,923 contigs was assembled for functional annotation using protein databases and as a library for identification of genes that are potentially involved in the biosynthesis of isoflavonoids and miroestrol. Twenty-one differentially expressed genes from four separate libraries were identified as candidates involved in these biosynthetic pathways, and their respective expressions were validated by quantitative real-time reverse transcription polymerase chain reaction. Notably, isoflavonoid and miroestrol profiling generated by LC-MS/MS was positively correlated with expression levels of isoflavonoid biosynthetic genes across the four types of tissues. Moreover, we identified R2R3 MYB transcription factors that may be involved in the regulation of isoflavonoid biosynthesis in P. candollei var. mirifica. To confirm the function of a key-isoflavone biosynthetic gene, P. candollei var. mirifica isoflavone synthase identified in our library was transiently co-expressed with an Arabidopsis MYB12 transcription factor (AtMYB12) in Nicotiana benthamiana leaves. Remarkably, the combined expression of these proteins led to the production of the isoflavone genistein. Conclusions: Our results provide compelling evidence regarding the integration of transcriptome and metabolome as a powerful tool for identifying biosynthetic genes and transcription factors possibly involved in the isoflavonoid and miroestrol biosyntheses in P. candollei var. mirifica."
"['Chemistry (all)', 'Chemical Engineering (all)', 'Industrial and Manufacturing Engineering']","Performance of a Monofiber Optical Probe in Determining the Droplet Size and Velocity in Spray Systems Compared with a High-Speed Camera Copyright  2019 American Chemical Society.Optical fiber probe has been recently developed for characterizing the liquid dispersed in gas in droplet form, but its performance has yet been identified for an actual spray system. This work aims to compare the performance of a monofiber optical probe in characterizing the hydrodynamics in spray systems with that of a high-speed camera. Initially, both techniques determined the same series of droplets produced by a syringe. The droplet velocities and sizes obtained from the optical probe were in accordance with the high-speed camera when the droplet coalescence was filtered out from the data. Second, a full-cone spray nozzle was used and the average velocities from the two techniques were close, but the off-center collision on the probe and the difference in size limits caused the discrepancy in the size determination. However, the probe is still beneficial to determine the droplet hydrodynamics and local liquid fraction, the essential characteristics of a spray system."
"['Software', 'Human-Computer Interaction', 'Computer Vision and Pattern Recognition', 'Computer Networks and Communications']","Hybrid Monitoring of Surface Roughness and Straightness in CNC Turning of Aluminium using Neural Networks Approach  2019 ACM.The relations of the surface roughness, the straightness and the cutting conditions are investigated to realize an intelligent CNC machine by monitoring the in-process cutting forces during CNC turning of aluminium 6063 with the use of coated carbide tools. The cutting force is proposed to predict the straightness and surface roughness. The Fast Fourier Transform (FFT) is used to prove the relations of them by checking the frequencies of them. The cutting force ratio is proposed and normalized to predict the in-process surface roughness and straightness regardless of the cutting conditions. The surface roughness and the straightness are calculated simultaneously by employing the two-layer feed-forward neural networks with sigmoid hidden and linear output neurons. The neural networks is trained by using the Levenberg-Marquardt back propagation algorithm. It is understood that the surface roughness and the straightness can be estimated well by utilizing the proposed method under various cutting conditions."
"['Environmental Engineering', 'Applied Microbiology and Biotechnology', 'Water Science and Technology', 'Waste Management and Disposal', 'Pollution', 'Public Health, Environmental and Occupational Health', 'Health, Toxicology and Mutagenesis']","Bacterial community structures and biodegradation kinetic of Tiamulin antibiotic degrading enriched consortia from swine wastewater  2019 Springer Nature Switzerland AG.The antibiotic tiamulin (TIA) is common and widely used medication for dysentery eradication in swine productions. Tiamulin persists in livestock manure, and its residues have been found in various environment. This work obtained four tiamulin-degrading enriched bacterial consortia from a covered anaerobic lagoon system and a stabilized pond system of swine farms. Tiamulin was efficiently removed by the enriched cultures at the concentrations between 2.5 and 200 mg/L, with a removal of 60.1-99.9% during 16 h and a degradation half-life of 4.5-15.7 h. The stabilized pond system cultured with taimulin solely could eliminate tiamulin at the highest rates. The logistic substrate degradation model fit most of the experimental data. Next-generation amplicon sequencing was conducted, and it was found that the bacterial community was significantly impacted by the inoculum source, nutrient addition, and high tiamulin concentrations. Principal coordinate analysis (PCoA) indicated the similarity of bacterial communities in the original enriched samples and the 2.5 mg/L tiamulin-removed cultures. The 200 mg/L consortia were rather different and became similar to the other 200 mg/L consortia from different sources and cultures without nutrient supplementation. Shannon and Simpson indices suggested a reduction in bacterial diversity at high concentrations. The microbes that had high growth in the most efficient enriched culture, or which were abundant in all samples, or which increased with higher tiamulin concentrations were likely to be the major tiamulin-degrading bacteria. This is the first report suggested the possible roles of Achromobacter, Delftia, Flavobacterium, Pseudomonas, and Stenotrophomonas in tiamulin degradation."
